dst_host_srv_serror_rate,dst_host_serror_rate,serror_rate,srv_serror_rate,count,flag,same_srv_rate,dst_host_srv_count,dst_host_diff_srv_rate,Malicious
1,1,1,1,230,4,0.05,13,0.07,1
1,1,1,1,281,4,0.06,2,0.07,1
0,0,0.01,0,120,1,0.01,1,0.52,1
0,0,0,0,2,1,0.5,1,0.65,1
1,1,1,1,289,4,0.06,15,0.08,1
1,1,1,1,196,4,0.09,20,0.06,1
1,1,1,1,247,4,0.04,10,0.08,1
1,1,1,1,170,4,0.01,2,0.09,1
1,1,1,1,141,4,0.11,16,0.06,1
1,1,1,1,71,4,0.24,57,0.02,1
0,0.1,0,0,15,2,0.6,9,0.78,1
0,0,0,0,266,1,0.04,10,0.07,1
0,0,0,0,446,2,1,247,0,1
1,1,1,1,271,4,0.07,1,0.08,1
1,1,1,1,19,4,0.42,67,0.02,1
1,0.77,1,1,1,6,1,1,0.74,1
0,0,0,0,1,2,1,117,0,1
1,1,1,1,28,4,0.79,22,0.06,1
0,0,0,0,2,5,1,2,0.23,1
0,0,0,0,133,1,0.02,1,0.07,1
1,1,1,1,217,4,0.02,6,0.06,1
1,1,1,1,197,4,0.07,14,0.08,1
1,1,1,1,110,4,0.16,14,0.07,1
1,1,1,1,123,4,0.11,5,0.07,1
1,1,1,1,112,4,0.13,15,0.05,1
1,1,1,1,144,4,0.1,6,0.06,1
1,1,1,1,209,4,0.01,3,0.09,1
1,1,0.95,1,19,4,0.32,18,0.06,1
1,1,1,1,37,4,0.16,64,0.02,1
0,0.57,0,0,11,2,1,12,0.08,1
1,1,1,1,181,4,0.06,11,0.05,1
0,0,0.01,0,99,2,0.99,98,0.01,1
1,1,1,1,23,4,0.39,10,0.08,1
1,1,1,1,230,4,0.01,2,0.06,1
0,0,0,0,114,3,0.08,9,0.07,1
1,1,1,1,254,4,0,1,0.08,1
0,0,0,0,1,2,1,77,0,1
0,0,0,0,1,2,1,42,0,1
1,1,1,1,135,4,0.14,19,0.07,1
1,1,1,1,280,4,0.04,27,0.06,1
0,0,0,0,1,2,1,61,0,1
0,0,0,0,1,5,1,1,0.67,1
0,0,0,0,2,2,1,2,0.25,1
0,0,0,0,1,2,1,158,0,1
1,1,1,1,123,4,0.08,29,0.05,1
1,1,1,1,199,4,0.04,7,0.07,1
0,0,0,0,151,1,0.04,6,0.07,1
1,1,1,1,144,4,0.1,17,0.07,1
1,1,1,1,117,4,0.08,9,0.08,1
0,0.02,0,0,34,2,1,34,0.05,1
1,1,1,1,256,4,0.05,14,0.05,1
0,0,0,0,1,2,1,58,0,1
1,0.99,1,1,257,4,0.02,4,0.07,1
0,0,0,0,1,2,1,153,0.01,1
0,0,0,0,232,3,0.02,5,0.07,1
0,0,0,0,112,1,0.02,22,0.07,1
1,0.48,1,1,181,4,0.02,4,0.22,1
1,0.99,1,1,280,4,0.06,18,0.07,1
0,0,0,0,133,1,0.11,14,0.07,1
0,0.09,0.09,0,347,1,0,1,1,1
1,1,1,1,276,4,0.02,5,0.05,1
1,1,1,1,204,4,0,1,0.05,1
1,1,1,1,46,4,0.33,15,0.05,1
1,1,1,1,260,4,0.05,9,0.07,1
1,1,1,1,213,4,0.02,17,0.06,1
0,0,0,0,1,2,1,226,0,1
0,0,0,0,114,3,0.07,8,0.06,1
1,1,1,1,111,4,0.17,19,0.08,1
1,1,1,1,98,4,0.05,5,0.07,1
1,1,1,1,89,4,0.01,1,0.07,1
1,1,1,1,103,4,0.13,2,0.07,1
1,1,1,1,104,4,0.07,7,0.06,1
0,0,0,0,1,2,1,15,0,1
1,1,1,1,236,4,0.01,3,0.07,1
0,0.01,0,0,5,2,0.2,1,0.1,1
0,0,0,0,1,2,1,190,0,1
0,0,0,0,247,1,0.03,8,0.07,1
1,1,1,1,234,4,0.07,16,0.06,1
0,0,0,0,1,1,1,1,1,1
0,0,0,0,81,1,0.16,13,0.08,1
0,0,0,0,1,2,1,38,0.02,1
1,1,1,1,140,4,0.14,19,0.05,1
0,0,0,0,52,2,1,255,0,1
1,1,1,1,102,4,0.13,13,0.05,1
1,1,1,1,128,4,0.08,29,0.05,1
0,0,0,0,215,1,0.03,7,0.08,1
0,0,0,0,1,2,1,223,0,1
0,0.05,0,0,2,2,1,2,0.55,1
1,1,1,1,75,4,0.15,11,0.05,1
0,0,0,0,391,2,1,255,0,1
1,1,1,1,278,4,0,1,0.06,1
0.5,0.55,0.64,0.5,222,3,0.01,2,0.36,1
0,0,0,0,84,2,1,255,0,1
1,1,1,1,181,4,0.08,12,0.07,1
1,1,1,1,149,4,0.13,19,0.05,1
1,1,1,1,105,4,0.14,3,0.08,1
0,0,0,0,2,5,1,2,0.37,1
0,0,0,0,71,1,0.07,5,0.06,1
0,0,0,0,1,1,1,1,1,1
0,0,0,0,138,1,0.07,10,0.07,1
0,0.11,0.1,0,365,1,0,1,1,1
1,1,1,1,108,4,0.1,11,0.07,1
0,0,0.01,0,85,1,0.01,1,0.36,1
0,0.03,0.07,0,104,1,0.01,1,0.67,1
0,0,0,0,1,2,1,194,0,1
1,1,1,1,14,4,0.5,27,0.07,1
0,0,0,0,1,2,1,125,0.02,1
0,0,0,0,8,2,0.88,7,0.23,1
1,1,1,1,123,4,0.11,12,0.08,1
1,1,1,1,226,4,0.08,14,0.06,1
0,0,0,0,173,3,0.03,5,0.07,1
1,1,0.93,1,15,4,0.27,10,0.07,1
1,1,1,1,246,4,0.03,7,0.07,1
0,0,0,0,1,2,1,255,0,1
0,0,0,0,5,2,1,175,0,1
0,0,0,0,17,2,1,17,0.04,1
0,0.09,0.7,0,142,2,0.3,42,0.84,1
1,1,1,1,112,4,0.09,1,0.07,1
1,1,1,1,103,4,0.03,3,0.06,1
1,1,1,1,249,4,0.07,17,0.06,1
1,1,1,1,140,4,0.02,3,0.05,1
0,0,0,0,163,1,0.12,20,0.06,1
0,0,0,0,510,2,1,6,0.18,1
1,1,1,1,296,4,0.07,20,0.07,1
1,1,1,1,87,4,0.03,3,0.06,1
1,1,1,1,234,4,0.04,1,0.08,1
1,1,1,1,142,4,0.05,8,0.07,1
1,1,1,1,125,4,0.05,6,0.06,1
0,0,0,0,204,1,0.01,2,0.08,1
1,1,1,1,140,4,0.08,11,0.06,1
1,1,1,1,264,4,0.07,18,0.06,1
0,0,0,0,358,2,1,255,0,1
1,1,1,1,247,4,0.03,8,0.08,1
0,0.08,0.07,0,398,1,0,1,1,1
0,0,0,0,274,3,0.03,9,0.09,1
1,1,1,1,217,4,0.06,14,0.07,1
0,0,0,0,510,2,1,80,0.13,1
0,0.25,0.18,0,511,1,0,1,1,1
1,1,1,1,142,4,0.08,12,0.09,1
1,1,1,1,277,4,0.05,14,0.06,1
1,1,1,1,248,4,0.04,9,0.07,1
1,1,1,1,145,4,0.14,20,0.05,1
0,0,0,0,81,2,1,81,0.02,1
1,1,1,1,140,4,0.05,7,0.07,1
1,1,1,1,168,4,0.01,2,0.06,1
1,1,1,1,206,4,0.06,13,0.05,1
1,1,1,1,110,4,0.05,6,0.06,1
1,1,1,1,253,4,0.07,7,0.07,1
0,0,0,0,239,2,1,255,0,1
0,0,0,0,133,3,0.05,7,0.07,1
0,0,0,0,4,2,1,80,0,1
1,1,1,1,125,4,0.04,5,0.06,1
1,1,1,1,78,4,0.26,8,0.06,1
0,0,0,0,236,3,0.08,18,0.07,1
1,1,1,1,113,4,0.04,5,0.05,1
0,0,0,0,2,5,1,2,0.5,1
1,1,1,1,285,4,0.02,2,0.09,1
0,0,0,0,127,2,1,255,0,1
1,1,1,1,117,4,0.04,19,0.06,1
1,1,1,1,275,4,0.03,9,0.07,1
1,1,1,1,104,4,0.13,4,0.07,1
1,1,1,1,281,4,0.05,14,0.07,1
1,1,1,1,254,4,0.01,2,0.07,1
0,0,0,0,1,2,1,112,0,1
1,1,1,1,115,4,0.04,16,0.05,1
1,1,1,1,260,4,0.03,8,0.08,1
1,1,1,1,181,4,0.04,7,0.05,1
1,1,1,1,147,4,0.1,1,0.07,1
0,0,0,0,260,1,0.05,12,0.09,1
1,1,1,1,298,4,0.02,5,0.07,1
1,1,1,1,140,4,0.09,29,0.06,1
0,0,0,0,205,1,0.01,3,0.08,1
1,1,1,1,271,4,0.05,14,0.06,1
1,1,1,1,174,4,0.07,12,0.06,1
0,0,0,0,4,2,1,197,0,1
0,0,0,0,30,2,0.9,27,0.26,1
0,0,0,0,5,2,1,235,0,1
1,1,1,1,255,4,0.08,20,0.07,1
1,1,1,1,87,4,0.22,19,0.06,1
1,1,1,1,300,4,0.06,2,0.08,1
1,1,1,1,113,4,0.04,4,0.07,1
1,1,1,1,185,4,0.11,20,0.07,1
0,0.12,0.11,0,276,1,0,1,1,1
1,1,1,1,9,4,0.33,42,0.05,1
1,1,1,1,244,4,0.04,19,0.07,1
1,1,1,1,126,4,0.03,3,0.07,1
1,1,1,1,228,4,0.06,14,0.07,1
1,1,1,1,191,4,0.07,2,0.07,1
0,0.12,0,0,1,5,1,1,0.08,1
1,1,1,1,135,4,0.13,37,0.05,1
0,0,0,0,1,2,1,54,0,1
0,0,0,0,198,1,0.09,17,0.07,1
1,1,1,1,260,4,0.03,8,0.07,1
1,1,0.95,1,42,4,0.48,20,0.06,1
0,0,0,0,210,1,0.02,5,0.07,1
1,1,1,1,185,4,0.11,10,0.08,1
0,0,0,0,119,1,0.07,8,0.06,1
1,1,1,1,90,4,0.01,18,0.07,1
1,1,1,1,101,4,0.1,10,0.07,1
1,1,1,1,141,4,0.12,17,0.06,1
0,0,0,0,229,1,0.01,3,0.08,1
1,1,1,1,265,4,0.06,4,0.09,1
1,1,1,1,123,4,0.16,15,0.05,1
1,1,1,1,248,4,0.04,9,0.06,1
1,1,1,1,119,4,0.03,4,0.07,1
0,0,0,0,1,2,1,255,0,1
1,1,1,1,202,4,0.02,11,0.08,1
1,1,1,1,134,4,0.04,6,0.07,1
1,1,1,1,146,4,0.02,7,0.05,1
1,1,1,1,246,4,0.06,15,0.07,1
0,0,0,0,1,2,1,33,0,1
1,1,1,1,248,4,0.01,19,0.06,1
1,0.99,1,1,242,4,0.08,20,0.06,1
1,1,1,1,184,4,0.08,14,0.07,1
0,0,0,0,1,2,1,137,0,1
1,1,1,1,145,4,0.04,6,0.07,1
0,0,0,0,248,1,0.08,19,0.06,1
0,0,0,0,1,2,1,51,0,1
1,1,1,1,144,4,0.09,10,0.05,1
1,1,1,1,200,4,0.01,18,0.07,1
1,1,1,1,66,4,0.11,4,0.07,1
1,1,1,1,287,4,0,1,0.07,1
0,0.07,0.09,0,208,1,0,1,0.91,1
1,1,1,1,37,4,0.3,13,0.09,1
0,0,0,0,1,1,1,1,1,1
0.5,0.53,0.64,0.5,208,3,0.01,2,0.34,1
1,1,1,1,206,4,0.03,16,0.07,1
0,0,0,0,1,2,1,53,0,1
1,1,1,1,110,4,0.05,5,0.09,1
1,0.63,1,1,192,4,0.05,9,0.16,1
1,1,1,1,215,4,0.11,24,0.05,1
0,0,0,0,1,5,1,1,0.4,1
1,1,1,1,299,4,0.05,7,0.08,1
1,1,1,1,104,4,0.04,4,0.07,1
1,1,1,1,287,4,0.07,20,0.07,1
0,0,0,0,257,3,0.05,13,0.07,1
0,0.02,0,0,42,2,1,42,0.04,1
1,1,1,1,123,4,0.07,8,0.06,1
1,1,1,1,265,4,0.04,11,0.07,1
1,1,1,1,264,4,0.08,20,0.06,1
0,0,0,0,1,2,1,255,0,1
0,0,0,0,142,1,0.09,7,0.07,1
0,0,0,0,1,2,1,131,0.01,1
0,0,0,0,228,1,0.07,16,0.07,1
0,0.02,0,0,511,2,1,34,0.05,1
1,1,1,1,253,4,0.04,11,0.08,1
1,1,1,1,113,4,0.11,12,0.07,1
0,0,0,0,1,2,1,52,0.02,1
0,0.16,0,0,19,2,0.21,4,0.91,1
1,1,1,1,265,4,0.07,18,0.08,1
1,1,1,1,120,4,0.02,2,0.05,1
1,1,1,1,19,4,0.63,58,0.02,1
1,1,1,1,7,4,0.43,3,0.09,1
1,1,1,1,295,4,0.03,8,0.06,1
0,0.09,0.86,0,116,2,0.14,16,0.94,1
1,1,1,1,134,4,0.14,2,0.07,1
1,1,1,1,280,4,0.06,16,0.08,1
1,1,1,1,1,6,1,1,1,1
0,0.04,0.03,0,265,1,0,1,0.97,1
0,0,0,0,1,2,1,20,0,1
1,1,1,1,294,4,0.03,10,0.05,1
1,1,1,1,248,4,0.04,11,0.07,1
1,0.67,1,1,4,4,1,4,0.33,1
1,1,1,1,77,4,0.08,6,0.06,1
0,0,0,0,296,1,0.06,19,0.06,1
1,1,1,1,255,4,0.03,14,0.08,1
1,1,1,1,232,4,0.09,20,0.07,1
1,1,1,1,289,4,0.06,17,0.05,1
1,1,1,1,139,4,0.03,4,0.08,1
1,1,1,0.8,7,4,0.57,44,0.02,1
0,0.02,0,0,49,2,1,49,0.04,1
1,1,1,1,207,4,0.01,20,0.07,1
1,1,1,1,143,4,0.09,6,0.06,1
0,0,0,0,1,2,1,24,0,1
0,0,0,0,2,2,1,180,0,1
1,1,1,1,214,4,0.04,9,0.07,1
1,1,1,1,290,4,0.09,25,0.05,1
1,1,1,1,233,4,0.03,6,0.06,1
1,1,1,1,27,4,0.22,6,0.08,1
1,1,1,1,297,4,0.02,4,0.07,1
1,1,1,1,158,4,0.16,25,0.05,1
0,0,0.01,0,80,1,0.01,1,0.34,1
0,0,0,0,1,2,1,41,0,1
1,1,1,1,112,4,0.02,20,0.06,1
0,0,0,0,2,5,1,2,0.31,1
0,0.05,0.06,0,230,1,0,1,0.91,1
0,0.16,0.2,0,510,1,0,1,1,1
0,0,0,0,1,2,1,9,1,1
1,1,1,1,119,4,0.13,15,0.07,1
0,0,0,0,1,2,1,10,0,1
0,0,0,0,120,1,0.16,18,0.09,1
1,1,1,1,264,4,0.07,18,0.06,1
0,0,0,0,1,5,1,1,0.08,1
1,1,1,1,211,4,0.09,19,0.07,1
0,0,0,0,1,2,1,24,0,1
1,1,1,1,128,4,0.05,15,0.07,1
1,1,1,1,267,4,0.01,1,0.04,1
1,1,1,1,227,4,0.06,14,0.09,1
0,0,0,0,1,2,1,215,0,1
0,0,0,0,1,2,1,39,0,1
0,0,0,0,1,2,1,9,0,1
1,1,1,1,145,4,0.04,5,0.07,1
0,0,0,0,118,3,0.11,13,0.07,1
1,1,1,1,106,4,0.01,1,0.05,1
1,1,1,1,142,4,0.09,13,0.07,1
0,0,0,0,511,2,1,127,0.01,1
1,1,1,1,179,4,0.02,18,0.07,1
1,1,1,1,123,4,0.13,12,0.06,1
1,1,1,1,205,4,0.01,4,0.07,1
1,1,1,1,52,4,0.27,62,0.02,1
1,1,1,1,278,4,0.02,5,0.06,1
1,1,1,1,85,4,0.04,3,0.06,1
1,1,1,1,290,4,0.03,8,0.07,1
1,1,1,1,227,4,0,1,0.08,1
1,1,1,1,298,4,0.06,18,0.07,1
0,0,0,0,1,2,1,32,0,1
0,0,0,0,186,3,0.09,17,0.07,1
0,0,0,0,1,2,1,9,0,1
1,1,1,1,178,4,0.03,5,0.07,1
0.33,1,1,0.67,51,4,0.04,6,0.06,1
0,0,0,0,256,1,0.03,8,0.06,1
1,1,1,1,230,4,0.03,8,0.07,1
0,0,0,0,65,1,0.06,4,0.07,1
1,1,1,1,197,4,0.04,8,0.08,1
1,1,1,1,258,4,0.01,18,0.08,1
0,0,0,0,452,2,1,49,0,1
0,0,0,0,511,2,1,212,0.1,1
0,0,0,0,1,2,1,129,0,1
1,1,1,1,75,4,0.03,9,0.07,1
0,0,0,0,1,1,1,1,1,1
0,0.17,0,0,12,2,0.75,9,0.96,1
0,0,0,0,1,2,1,239,0,1
1,1,1,1,98,4,0.18,17,0.07,1
0,0,0,0,96,1,0.08,8,0.07,1
1,1,1,1,186,4,0.01,2,0.06,1
1,1,1,1,123,4,0.03,4,0.07,1
1,1,1,1,258,4,0.02,6,0.07,1
0,0,0,0,235,1,0.08,18,0.07,1
0.93,0.96,1,1,7,4,1,29,0.04,1
0,0.13,0,0,1,2,1,22,0.02,1
0,0,0,0,258,1,0.03,9,0.07,1
1,1,1,1,146,4,0.12,7,0.08,1
0,0,0,0,2,5,1,2,0.02,1
1,1,1,1,53,4,0.04,13,0.08,1
0,0,0,0,299,3,0.07,20,0.07,1
0,0,0,0,1,2,1,66,0,1
0,0,0,0,177,2,1,255,0,1
1,1,1,1,279,4,0.04,2,0.08,1
1,1,1,1,136,4,0.03,4,0.06,1
1,1,1,1,297,4,0.03,2,0.09,1
1,1,1,1,276,4,0.07,19,0.07,1
1,1,1,1,116,4,0.03,4,0.08,1
0,0,0,0,511,2,1,205,0.02,1
0,0,0,0,107,1,0.14,12,0.07,1
1,1,1,1,170,4,0.02,19,0.09,1
0,0,0,0,107,1,0.05,5,0.07,1
0,0,0,0,181,2,1,255,0,1
1,1,1,1,103,4,0.09,9,0.07,1
0,0.01,0,0,305,2,1,53,0.05,1
1,1,1,1,292,4,0.04,12,0.05,1
0,0,0,0,195,1,0.02,3,0.08,1
1,1,1,1,134,4,0.03,4,0.07,1
1,1,1,1,215,4,0.01,3,0.05,1
0,0,0.01,0,67,2,0.99,66,0.01,1
1,1,0.97,1,33,4,0.36,5,0.06,1
1,1,1,1,15,4,0.33,5,0.08,1
1,1,1,1,200,4,0.04,15,0.05,1
0,0,0,0,246,1,0,1,0.08,1
1,1,1,1,147,4,0.05,3,0.07,1
1,1,1,1,278,4,0.06,5,0.09,1
0,0,0,0,2,5,1,2,0.5,1
1,1,1,1,250,4,0.07,17,0.05,1
1,1,1,1,118,4,0.14,19,0.08,1
1,1,1,1,122,4,0.16,1,0.07,1
0,0,0,0,77,3,0.01,1,0.44,1
1,1,1,1,204,4,0.01,2,0.08,1
0,0,0,0,215,1,0.03,7,0.07,1
1,1,0.98,1,98,4,0.02,7,0.06,1
0,0,0,0,5,2,1,13,0,1
1,1,1,1,297,4,0.05,8,0.07,1
1,1,1,1,298,4,0.06,1,0.07,1
0,0,0,0,2,2,1,254,0,1
1,1,1,1,290,4,0.02,5,0.05,1
0,0,0,0,3,2,1,13,0,1
1,1,1,1,190,4,0.02,14,0.07,1
1,1,1,1,4,4,0.75,60,0.04,1
0,0,0,0,2,5,1,2,0.5,1
0,0.03,0.05,0,511,1,0,1,0.96,1
1,1,1,1,129,4,0.11,2,0.08,1
1,1,1,1,186,4,0.05,10,0.05,1
1,1,1,1,131,4,0.05,7,0.06,1
1,1,1,1,216,4,0.09,20,0.05,1
1,1,1,1,267,4,0.07,2,0.07,1
0,0,0,0,65,1,0.18,11,0.08,1
1,1,1,1,271,4,0.05,14,0.07,1
1,1,0.95,0.89,22,4,0.36,28,0.05,1
1,1,1,1,120,4,0.08,6,0.06,1
0,0,0,0,267,1,0.02,6,0.07,1
1,1,1,1,267,4,0.07,4,0.07,1
1,1,1,1,271,4,0.08,23,0.05,1
1,1,1,1,209,4,0.08,16,0.06,1
1,1,1,1,103,4,0.03,3,0.07,1
0,0,0,0,1,5,1,1,1,1
0,0.08,0.06,0,492,1,0,1,1,1
1,1,1,1,241,4,0.08,20,0.07,1
1,1,1,1,150,4,0.13,13,0.07,1
1,1,1,1,38,4,0.26,30,0.06,1
1,1,1,1,60,4,0.02,21,0.05,1
1,1,1,1,14,4,0.21,17,0.07,1
1,1,1,1,267,4,0.04,10,0.07,1
1,1,1,1,287,4,0.02,7,0.07,1
1,1,1,1,4,4,0.5,2,0.07,1
0,0,0,0,511,2,1,174,0.02,1
1,1,1,1,50,4,0.28,14,0.05,1
0,0,0,0,10,2,1,81,0.11,1
0,0,0,0,2,5,1,2,0.51,1
1,1,1,1,148,4,0.14,1,0.07,1
0,0,0,0,2,5,1,2,0.64,1
0,0,0,0,297,1,0.06,17,0.08,1
0,0,0,0,511,2,1,236,0.04,1
0,0,0,0,225,1,0.03,6,0.09,1
1,1,1,1,99,4,0.01,1,0.06,1
0,0,0,0,110,1,0.06,7,0.07,1
0,0,0,0,2,5,1,2,0.51,1
1,1,1,1,296,4,0.04,11,0.05,1
1,1,1,1,121,4,0.13,16,0.17,1
1,1,1,1,282,4,0,1,0.06,1
1,1,1,1,213,4,0.07,14,0.06,1
0,0.02,0,0,1,2,1,18,0.05,1
0,0,0,0,1,2,1,14,0,1
1,1,1,1,62,4,0.02,15,0.08,1
0,0.02,0.16,0,509,1,0,1,1,1
0,0,0,0,335,5,0.01,2,0.52,1
1,1,1,1,139,4,0.13,6,0.06,1
1,1,1,1,140,4,0.13,7,0.06,1
1,1,1,1,117,4,0.02,8,0.06,1
1,1,1,1,294,4,0.07,20,0.05,1
1,1,1,1,248,4,0.06,1,0.07,1
1,1,1,1,241,4,0.01,3,0.07,1
1,1,1,1,177,4,0.14,25,0.05,1
1,1,1,1,33,4,0.24,63,0.02,1
0,0,0,0,225,1,0,1,0.08,1
1,1,1,1,229,4,0.05,12,0.07,1
1,1,1,1,289,4,0.01,3,0.07,1
0,0,0,0,170,3,0.05,9,0.08,1
0,0,0,0,72,3,0.01,1,0.07,1
1,1,1,1,119,4,0.01,2,0.06,1
0,0,0,0,251,3,0,1,0.07,1
1,1,1,1,126,4,0.11,7,0.07,1
1,1,1,1,118,4,0.11,20,0.06,1
0,0,0,0,1,2,1,62,0,1
1,1,1,1,203,4,0,1,0.07,1
0,0,0,0,1,2,1,143,0,1
1,1,1,1,145,4,0.11,4,0.07,1
0,0,0,0,251,3,0,1,0.08,1
1,1,1,1,42,4,0.33,64,0.02,1
0.01,0.01,0,0,3,2,1,80,0,1
0,0,0,0,245,3,0.06,14,0.08,1
0,0,0,0,354,2,1,255,0,1
1,1,1,1,106,4,0.07,2,0.29,1
1,1,1,1,293,4,0.06,17,0.05,1
1,1,1,1,204,4,0.02,15,0.07,1
1,1,1,1,228,4,0.08,18,0.05,1
1,1,1,1,243,4,0.06,12,0.07,1
0,0,0,0,12,2,0.17,2,0.26,1
0,0,0,0,170,1,0.11,19,0.07,1
0,0,0,0,1,5,1,1,0.63,1
0,0,0,0,240,1,0.04,9,0.07,1
0,0,0,0,1,2,1,2,1,1
0,0.01,0,0,1,2,1,1,0.03,1
1,1,1,1,286,4,0.05,10,0.08,1
1,1,1,1,8,4,0.25,62,0.02,1
1,1,1,1,289,4,0.01,3,0.05,1
1,1,0.96,1,50,4,0.24,53,0.04,1
1,1,1,1,150,4,0.11,17,0.06,1
1,0.93,1,1,259,4,0.04,10,0.06,1
1,1,1,1,6,4,0.33,62,0.02,1
1,1,1,1,137,4,0.14,19,0.06,1
0,0.01,0,0,56,5,0.04,2,0.14,1
0,0,0,0,1,1,1,2,1,1
0,0,0,0,231,2,1,255,0,1
1,1,1,1,298,4,0.06,5,0.08,1
0,0,0,0,511,2,1,248,0.01,1
0,0,0.01,0,97,2,0.98,95,0.02,1
0,0,0,0,4,2,1,63,0,1
0,0,0,0,380,2,1,255,0,1
1,1,1,1,188,4,0.02,3,0.07,1
0,0.06,0.05,0,509,1,0,1,1,1
0,0.03,0.05,0,164,1,0.01,1,0.81,1
0,0,0,0,2,5,1,2,0.5,1
0,0.03,0,0,2,2,1,33,0.45,1
1,1,1,1,300,4,0.07,20,0.07,1
1,1,1,1,254,4,0.04,11,0.05,1
0,0,0,0,1,2,1,69,0,1
1,1,1,1,192,4,0.02,6,0.07,1
0,0,0.5,0.5,2,8,1,255,0,1
0,0,0,0,2,2,1,246,0,1
1,1,1,1,109,4,0.06,20,0.05,1
1,1,1,1,252,4,0.04,10,0.07,1
0,0,0,0,511,2,1,162,0.03,1
0,0,0,0,1,2,1,1,0,1
1,0.68,1,1,2,6,0.5,2,0.72,1
0,0,0,0,269,2,1,255,0,1
1,1,1,1,171,4,0.01,1,0.05,1
1,1,1,1,202,4,0.02,4,0.07,1
1,0.05,1,1,2,4,0.5,1,1,1
1,1,0.98,1,47,4,0.36,8,0.07,1
1,1,1,1,259,4,0.04,10,0.07,1
0.61,0.99,1,1,4,4,1,138,0.01,1
0,0,0,0,203,1,0.01,2,0.07,1
1,1,1,1,103,4,0.03,3,0.07,1
0,0,0,0,136,1,0.07,4,0.07,1
0,0.01,0,0,187,2,1,128,0.03,1
1,1,1,1,237,4,0.03,7,0.05,1
0,0,0,0,267,1,0.06,26,0.07,1
0,0,0,0,311,2,1,255,0,1
1,1,1,1,191,4,0.05,10,0.08,1
0,0,0,0,43,2,1,10,0.01,1
1,1,1,1,214,4,0.04,8,0.08,1
1,1,1,1,214,4,0.07,14,0.07,1
1,1,1,1,145,4,0.12,6,0.06,1
1,1,1,1,204,4,0,1,0.07,1
1,1,1,1,273,4,0.04,10,0.09,1
0,0.2,0.16,0,511,1,0,1,1,1
0,0.08,0.06,0,361,1,0,1,1,1
1,1,1,1,23,4,0.26,37,0.05,1
1,1,1,1,133,4,0.13,17,0.07,1
1,1,1,1,215,4,0.07,15,0.07,1
0,0,0,0,1,2,1,255,0,1
0,0.01,0,0,511,2,1,62,0.04,1
1,1,1,1,262,4,0.09,24,0.05,1
0,0,0,0,1,2,1,150,0,1
1,1,1,1,135,4,0.13,6,0.06,1
0,0,0,0,81,2,1,255,0,1
1,1,1,0.95,37,4,0.51,59,0.02,1
1,1,1,1,10,4,0.3,63,0.02,1
0,0,0,0,240,1,0.02,5,0.09,1
1,1,1,1,281,4,0.02,6,0.07,1
1,1,1,1,149,4,0.09,13,0.05,1
0,0,0,0,2,2,1,155,0,1
1,1,1,1,79,4,0.19,1,0.08,1
1,1,1,1,129,4,0.12,9,0.07,1
0,0,0,0,2,5,1,2,0.65,1
1,1,1,1,3,4,1,64,0.02,1
1,1,1,1,128,4,0.03,5,0.07,1
0,0,0,0,112,2,1,112,0.02,1
0,0,0,0,2,2,1,2,0,1
1,1,1,1,226,4,0.07,15,0.08,1
1,1,1,1,6,4,0.5,23,0.07,1
0,0,0,0,1,5,1,1,0.49,1
0.8,1,1,1,17,4,0.24,5,0.07,1
1,1,1,1,88,4,0.09,18,0.08,1
1,1,1,1,88,4,0.06,20,0.07,1
0,0,0,0,213,1,0.05,10,0.09,1
1,1,1,1,257,4,0.03,7,0.08,1
1,1,1,1,257,4,0.01,2,0.07,1
0,0,0,0,149,1,0.13,19,0.07,1
0,0,0,0,1,2,1,31,0,1
1,1,1,1,128,4,0.12,15,0.08,1
0,0,0,0,99,3,0.02,2,0.06,1
0,0,0,0,1,2,1,143,0,1
1,1,1,1,148,4,0.02,3,0.05,1
0,0,0,0,1,2,1,108,0,1
1,1,1,1,230,4,0.07,13,0.07,1
1,1,1,1,105,4,0.12,10,0.08,1
1,1,1,1,190,4,0.03,13,0.07,1
0,0,0,0,1,2,1,191,0,1
1,1,1,1,234,4,0.01,3,0.06,1
0,0,0,0,1,2,1,69,0,1
1,1,1,1,227,4,0.02,4,0.06,1
1,1,1,1,199,4,0.03,6,0.08,1
1,1,1,1,296,4,0.06,18,0.05,1
1,1,1,1,125,4,0.06,13,0.06,1
1,1,1,1,52,4,0.27,14,0.09,1
1,1,1,1,109,4,0.05,5,0.06,1
0,0,0,0,1,2,1,3,0.6,1
1,1,1,1,300,4,0.03,4,0.08,1
0,0,0,0,148,1,0.14,20,0.07,1
0,0,0,0,1,2,1,76,0,1
0,0,0,0,1,3,1,2,1,1
1,1,1,1,205,4,0.06,17,0.07,1
1,1,1,1,239,4,0.08,18,0.07,1
1,1,0.88,1,8,4,0.5,2,0.08,1
0,0,0,0,1,2,1,37,0,1
1,1,1,1,196,4,0.08,16,0.08,1
1,1,1,1,111,4,0.07,15,0.07,1
1,1,1,1,228,4,0.03,15,0.07,1
1,1,1,1,139,4,0.02,11,0.07,1
1,1,1,1,268,4,0.01,18,0.07,1
1,1,1,1,241,4,0.07,16,0.05,1
0,0,0,0,1,2,1,255,0,1
0,0,0,0,1,2,1,70,0,1
1,1,1,1,270,4,0.06,17,0.05,1
0,0,0,0,263,1,0.04,10,0.07,1
